product_id,warehouse,stock_level,reorder_point,last_updated
287,WH_B,322,73,2023-01-03
288,WH_A,149,116,2023-01-11
289,WH_B,461,114,2023-01-19
290,WH_C,396,133,2023-01-17
291,WH_C,382,65,2023-01-04
292,WH_B,7,114,2023-01-26
293,WH_B,145,108,2023-01-05
294,WH_C,32,94,2023-01-14
295,WH_A,155,105,2023-01-05
296,WH_C,161,133,2023-01-27
297,WH_B,329,63,2023-01-16
298,WH_C,0,115,2023-01-09
299,WH_B,411,68,2023-01-27
300,WH_A,199,135,2023-01-06
301,WH_C,306,53,2023-01-22
302,WH_C,6,149,2023-01-15
303,WH_B,335,142,2023-01-04
304,WH_C,469,140,2023-01-20
305,WH_B,123,58,2023-01-14
306,WH_C,485,89,2023-01-25
307,WH_C,137,77,2023-01-04
308,WH_B,301,52,2023-01-17
309,WH_B,177,83,2023-01-05
310,WH_C,388,106,2023-01-09
311,WH_A,389,72,2023-01-09
312,WH_A,70,98,2023-01-28
313,WH_A,151,110,2023-01-04
314,WH_B,324,139,2023-01-09
315,WH_A,461,108,2023-01-06
316,WH_C,292,98,2023-01-19
317,WH_B,424,60,2023-01-28
318,WH_B,4,83,2023-01-01
319,WH_B,145,80,2023-01-09
320,WH_B,139,70,2023-01-02
321,WH_C,291,71,2023-01-19
322,WH_C,433,122,2023-01-27
323,WH_A,316,102,2023-01-25
324,WH_B,237,57,2023-01-04
325,WH_A,434,77,2023-01-22
326,WH_A,260,124,2023-01-15
327,WH_B,405,149,2023-01-21
328,WH_A,26,118,2023-01-16
329,WH_A,123,130,2023-01-08
330,WH_B,295,76,2023-01-14
331,WH_B,30,132,2023-01-29
332,WH_B,449,64,2023-01-13
333,WH_C,474,84,2023-01-17
334,WH_B,253,149,2023-01-06
335,WH_C,292,71,2023-01-22
336,WH_C,113,103,2023-01-26
337,WH_B,155,140,2023-01-04
338,WH_A,98,132,2023-01-31
339,WH_A,10,94,2023-01-03
340,WH_B,92,118,2023-01-30
341,WH_B,468,146,2023-01-26
342,WH_A,361,66,2023-01-07
343,WH_B,476,52,2023-01-16
344,WH_C,31,69,2023-01-31
345,WH_A,134,96,2023-01-11
346,WH_C,760,65,2023-01-12
347,WH_B,237,86,2023-01-15
348,WH_B,247,83,2023-01-30
349,WH_C,79,148,2023-01-31
350,WH_B,447,102,2023-01-28
351,WH_C,154,76,2023-01-05
352,WH_B,324,131,2023-01-18
353,WH_A,442,145,2023-01-13
354,WH_A,59,122,2023-01-16
355,WH_B,199,117,2023-01-18
356,WH_A,709,66,2023-01-08
357,WH_A,292,140,2023-01-23
358,WH_A,173,121,2023-01-17
359,WH_C,179,94,2023-01-23
360,WH_B,411,75,2023-01-16
361,WH_B,401,84,2023-01-28
362,WH_C,433,119,2023-01-02
363,WH_B,192,88,2023-01-08
364,WH_A,452,69,2023-01-13
365,WH_C,203,141,2023-01-08
366,WH_A,63,109,2023-01-24
367,WH_C,438,88,2023-01-03
368,WH_B,78,147,2023-01-07
369,WH_C,223,123,2023-01-18
370,WH_B,275,63,2023-01-19
371,WH_C,361,99,2023-01-08
372,WH_B,417,102,2023-01-26
373,WH_B,244,131,2023-01-11
374,WH_C,189,69,2023-01-31
375,WH_A,81,110,2023-01-25
376,WH_B,378,115,2023-01-26
377,WH_C,326,130,2023-01-01
378,WH_B,424,101,2023-01-19
379,WH_A,192,71,2023-01-10
380,WH_A,202,127,2023-01-09
381,WH_C,140,139,2023-01-23
382,WH_C,310,127,2023-01-08
383,WH_A,368,75,2023-01-31
384,WH_A,175,61,2023-01-08
385,WH_A,153,64,2023-01-02
386,WH_C,108,69,2023-01-28
387,WH_A,648,50,2023-01-30
388,WH_A,449,79,2023-01-30
389,WH_C,157,99,2023-01-19
390,WH_B,110,84,2023-01-06
391,WH_B,282,120,2023-01-27
392,WH_B,61,124,2023-01-26
393,WH_A,103,137,2023-01-13
394,WH_A,245,133,2023-01-02
395,WH_A,202,129,2023-01-24
396,WH_A,668,70,2023-01-07
397,WH_A,378,138,2023-01-01
398,WH_C,290,114,2023-01-07
399,WH_B,206,83,2023-01-04
400,WH_A,667,136,2023-01-05
401,WH_B,230,93,2023-01-01
402,WH_C,24,116,2023-01-12
403,WH_C,294,51,2023-01-09
404,WH_C,141,89,2023-01-27
405,WH_C,249,86,2023-01-14
406,WH_B,15,115,2023-01-03
407,WH_B,359,77,2023-01-27
408,WH_C,304,118,2023-01-15
409,WH_B,776,118,2023-01-13
410,WH_B,247,87,2023-01-29
411,WH_A,228,120,2023-01-15
412,WH_C,359,63,2023-01-26
413,WH_B,311,68,2023-01-16
414,WH_B,487,130,2023-01-05
415,WH_C,368,86,2023-01-18
416,WH_C,9,144,2023-01-11
417,WH_A,515,114,2023-01-01
418,WH_C,243,60,2023-01-30
419,WH_A,76,53,2023-01-07
420,WH_B,148,56,2023-01-17
421,WH_B,128,122,2023-01-20
422,WH_A,483,64,2023-01-09
423,WH_A,117,71,2023-01-24
424,WH_A,20,67,2023-01-30
425,WH_A,334,119,2023-01-08
426,WH_A,377,122,2023-01-20
427,WH_B,227,144,2023-01-26
428,WH_A,285,92,2023-01-08
429,WH_B,127,101,2023-01-31
430,WH_A,242,100,2023-01-23
431,WH_B,296,133,2023-01-11
432,WH_A,453,137,2023-01-11
433,WH_A,321,86,2023-01-01
434,WH_B,325,134,2023-01-20
435,WH_C,266,141,2023-01-13
436,WH_C,30,96,2023-01-08
437,WH_C,234,138,2023-01-25
438,WH_B,488,85,2023-01-20
439,WH_B,484,68,2023-01-22
440,WH_C,349,121,2023-01-10
441,WH_C,236,100,2023-01-08
442,WH_B,219,53,2023-01-06
443,WH_C,29,116,2023-01-11
444,WH_B,253,53,2023-01-14
445,WH_A,395,139,2023-01-08
446,WH_C,256,113,2023-01-23
447,WH_C,408,105,2023-01-20
448,WH_A,60,92,2023-01-12
449,WH_B,106,56,2023-01-30
450,WH_C,27,136,2023-01-25
451,WH_C,383,73,2023-01-13
452,WH_B,213,149,2023-01-31
453,WH_C,131,141,2023-01-26
454,WH_A,23,149,2023-01-15
455,WH_C,456,127,2023-01-25
456,WH_A,484,51,2023-01-22
457,WH_A,265,115,2023-01-26
458,WH_C,330,58,2023-01-17
459,WH_A,202,106,2023-01-01
460,WH_B,9,72,2023-01-24
461,WH_B,292,109,2023-01-19
462,WH_C,426,63,2023-01-20
463,WH_C,372,79,2023-01-11
464,WH_C,101,137,2023-01-11
465,WH_A,168,142,2023-01-07
466,WH_C,449,55,2023-01-03
467,WH_A,243,62,2023-01-27
468,WH_B,333,120,2023-01-30
469,WH_B,326,53,2023-01-23
470,WH_A,361,65,2023-01-05
471,WH_B,138,142,2023-01-09
472,WH_B,187,62,2023-01-14
473,WH_C,181,57,2023-01-19
474,WH_C,433,70,2023-01-20
475,WH_A,26,110,2023-01-31
476,WH_C,438,51,2023-01-07
477,WH_B,251,115,2023-01-20
478,WH_A,469,127,2023-01-12
479,WH_B,339,117,2023-01-02
480,WH_A,49,115,2023-01-16
481,WH_A,158,93,2023-01-23
482,WH_C,366,137,2023-01-17
483,WH_C,335,95,2023-01-05
484,WH_A,84,84,2023-01-06
485,WH_C,340,68,2023-01-07
486,WH_C,341,105,2023-01-15
487,WH_C,497,103,2023-01-05
488,WH_B,366,61,2023-01-12
489,WH_A,279,75,2023-01-12
490,WH_B,379,96,2023-01-02
491,WH_C,269,110,2023-01-22
492,WH_B,125,56,2023-01-25
493,WH_A,17,126,2023-01-04
494,WH_B,218,68,2023-01-05
495,WH_A,41,62,2023-01-04
496,WH_A,29,62,2023-01-11
497,WH_A,62,105,2023-01-23
498,WH_C,375,95,2023-01-29
499,WH_C,402,66,2023-01-07
500,WH_B,728,97,2023-01-16
501,WH_B,143,110,2023-01-06
502,WH_A,420,100,2023-01-08
503,WH_C,397,95,2023-01-30
504,WH_A,440,70,2023-01-21
505,WH_B,370,135,2023-01-28
506,WH_A,282,131,2023-01-03
507,WH_C,12,57,2023-01-18
508,WH_B,101,90,2023-01-06
509,WH_A,27,87,2023-01-24
510,WH_A,325,96,2023-01-23
511,WH_C,151,84,2023-01-17
512,WH_A,395,65,2023-01-04
513,WH_A,370,141,2023-01-21
514,WH_C,335,78,2023-01-07
515,WH_B,15,125,2023-01-10
516,WH_B,3,74,2023-01-22
517,WH_A,445,138,2023-01-31
518,WH_C,303,98,2023-01-14
519,WH_C,247,86,2023-01-13
520,WH_A,258,123,2023-01-22
521,WH_A,120,148,2023-01-04
522,WH_A,136,123,2023-01-14
523,WH_A,494,116,2023-01-18
524,WH_C,77,56,2023-01-07
525,WH_C,409,55,2023-01-11
526,WH_C,292,56,2023-01-05
527,WH_C,200,102,2023-01-19
528,WH_B,218,89,2023-01-17
529,WH_B,201,126,2023-01-16
530,WH_B,154,138,2023-01-23
531,WH_C,315,113,2023-01-03
532,WH_A,137,63,2023-01-08
533,WH_B,88,77,2023-01-05
534,WH_A,353,70,2023-01-18
535,WH_A,47,136,2023-01-02
536,WH_A,147,121,2023-01-24
537,WH_B,489,61,2023-01-26
538,WH_B,153,104,2023-01-18
539,WH_C,343,99,2023-01-07
540,WH_C,137,77,2023-01-18
541,WH_A,364,98,2023-01-16
542,WH_A,563,58,2023-01-15
543,WH_A,107,97,2023-01-30
544,WH_C,323,133,2023-01-24
545,WH_A,400,70,2023-01-01
546,WH_B,72,108,2023-01-28
547,WH_C,640,120,2023-01-19
548,WH_A,128,141,2023-01-05
549,WH_C,326,140,2023-01-07
550,WH_A,146,76,2023-01-01
551,WH_C,47,101,2023-01-21
552,WH_B,461,126,2023-01-14
553,WH_A,472,60,2023-01-15
554,WH_C,43,94,2023-01-06
555,WH_B,481,145,2023-01-14
556,WH_A,58,108,2023-01-23
557,WH_A,166,74,2023-01-20
558,WH_A,2,63,2023-01-13
559,WH_B,369,81,2023-01-21
560,WH_C,265,67,2023-01-19
561,WH_C,470,90,2023-01-02
562,WH_B,54,83,2023-01-18
563,WH_B,103,52,2023-01-14
564,WH_A,470,138,2023-01-02
565,WH_A,21,118,2023-01-28
566,WH_B,34,76,2023-01-03
567,WH_C,116,94,2023-01-31
568,WH_B,74,102,2023-01-29
569,WH_C,50,120,2023-01-04
570,WH_B,74,116,2023-01-02
571,WH_B,119,108,2023-01-24
572,WH_B,130,74,2023-01-13
573,WH_A,10,120,2023-01-09
574,WH_B,301,142,2023-01-12
575,WH_C,381,88,2023-01-21
576,WH_C,287,114,2023-01-04
577,WH_A,334,148,2023-01-12
578,WH_B,155,130,2023-01-11
579,WH_C,172,78,2023-01-29
580,WH_C,114,139,2023-01-03
581,WH_A,494,74,2023-01-04
582,WH_C,310,122,2023-01-18
583,WH_B,450,125,2023-01-05
584,WH_B,280,135,2023-01-29
585,WH_A,154,53,2023-01-05
586,WH_A,160,91,2023-01-20
587,WH_A,27,90,2023-01-22
588,WH_A,371,50,2023-01-27
589,WH_A,163,73,2023-01-01
590,WH_A,151,125,2023-01-11
591,WH_B,67,113,2023-01-02
592,WH_C,215,94,2023-01-07
593,WH_B,207,85,2023-01-18
594,WH_A,491,67,2023-01-25
595,WH_B,330,111,2023-01-06
596,WH_B,262,50,2023-01-30
597,WH_A,192,109,2023-01-13
598,WH_A,298,144,2023-01-15
599,WH_C,336,110,2023-01-25
600,WH_A,483,80,2023-01-07
601,WH_C,255,76,2023-01-03
602,WH_B,102,51,2023-01-15
603,WH_C,333,78,2023-01-11
604,WH_C,355,83,2023-01-03
605,WH_A,386,92,2023-01-29
606,WH_C,369,70,2023-01-01
607,WH_A,360,102,2023-01-27
608,WH_A,484,50,2023-01-24
609,WH_A,25,132,2023-01-12
610,WH_C,174,73,2023-01-28
611,WH_C,413,79,2023-01-08
612,WH_A,436,97,2023-01-01
613,WH_A,248,127,2023-01-26
614,WH_A,300,78,2023-01-08
615,WH_C,377,107,2023-01-01
616,WH_A,254,63,2023-01-20
617,WH_C,399,115,2023-01-03
618,WH_A,287,58,2023-01-09
619,WH_C,618,80,2023-01-14
620,WH_B,42,123,2023-01-17
621,WH_B,189,68,2023-01-14
622,WH_A,385,95,2023-01-28
623,WH_A,16,78,2023-01-27
624,WH_B,54,74,2023-01-16
625,WH_A,307,67,2023-01-13
626,WH_A,83,62,2023-01-02
627,WH_B,137,71,2023-01-16
628,WH_A,271,135,2023-01-28
629,WH_B,441,110,2023-01-17
630,WH_B,141,142,2023-01-17
631,WH_A,231,92,2023-01-11
632,WH_B,430,98,2023-01-23
633,WH_A,424,140,2023-01-07
634,WH_A,280,131,2023-01-07
635,WH_A,261,56,2023-01-05
636,WH_C,354,113,2023-01-28
637,WH_C,67,51,2023-01-31
638,WH_A,3,138,2023-01-27
639,WH_B,279,146,2023-01-10
640,WH_B,205,91,2023-01-07
641,WH_C,385,51,2023-01-29
642,WH_B,231,81,2023-01-11
643,WH_A,20,139,2023-01-14
644,WH_B,218,122,2023-01-29
645,WH_C,233,145,2023-01-18
646,WH_A,293,115,2023-01-01
647,WH_B,475,85,2023-01-17
648,WH_C,241,131,2023-01-19
649,WH_A,373,51,2023-01-17
650,WH_A,145,73,2023-01-13
651,WH_B,393,61,2023-01-05
652,WH_C,429,81,2023-01-22
653,WH_A,130,107,2023-01-23
654,WH_C,433,147,2023-01-12
655,WH_B,228,126,2023-01-19
656,WH_A,229,70,2023-01-17
657,WH_C,41,89,2023-01-03
658,WH_A,177,108,2023-01-18
659,WH_A,429,104,2023-01-26
660,WH_A,453,72,2023-01-29
661,WH_B,235,125,2023-01-04
662,WH_B,755,99,2023-01-10
663,WH_A,243,100,2023-01-06
664,WH_A,7,130,2023-01-11
665,WH_A,8,73,2023-01-23
666,WH_A,482,136,2023-01-04
667,WH_A,278,127,2023-01-09
668,WH_C,486,104,2023-01-17
669,WH_B,206,140,2023-01-21
670,WH_A,490,126,2023-01-31
671,WH_A,180,58,2023-01-03
672,WH_C,263,145,2023-01-06
673,WH_C,99,70,2023-01-31
674,WH_B,486,74,2023-01-16
675,WH_C,39,63,2023-01-06
676,WH_B,336,109,2023-01-23
677,WH_A,319,102,2023-01-03
678,WH_C,263,50,2023-01-04
679,WH_A,165,91,2023-01-28
680,WH_A,281,77,2023-01-28
681,WH_C,94,85,2023-01-09
682,WH_C,283,149,2023-01-23
683,WH_B,221,72,2023-01-18
684,WH_C,346,70,2023-01-27
685,WH_C,95,122,2023-01-22
686,WH_A,434,102,2023-01-16
687,WH_B,69,61,2023-01-20
688,WH_B,204,147,2023-01-18
689,WH_C,460,55,2023-01-27
690,WH_B,322,111,2023-01-07
691,WH_B,450,117,2023-01-11
692,WH_B,156,84,2023-01-19
693,WH_B,473,136,2023-01-15
694,WH_A,237,147,2023-01-01
695,WH_B,170,147,2023-01-08
697,WH_A,136,136,2023-01-28
698,WH_C,22,107,2023-01-06
699,WH_C,295,91,2023-01-16
700,WH_C,188,135,2023-01-13
701,WH_B,98,143,2023-01-31
702,WH_C,261,53,2023-01-08
703,WH_A,344,71,2023-01-08
704,WH_A,315,143,2023-01-05
705,WH_B,153,94,2023-01-30
706,WH_A,88,103,2023-01-18
707,WH_B,7,139,2023-01-11
708,WH_C,492,72,2023-01-03
709,WH_B,160,119,2023-01-26
710,WH_C,286,149,2023-01-30
711,WH_C,210,71,2023-01-17
712,WH_B,149,68,2023-01-28
713,WH_A,452,134,2023-01-30
714,WH_A,181,134,2023-01-06
715,WH_C,114,83,2023-01-18
716,WH_A,322,121,2023-01-24
717,WH_B,379,80,2023-01-22
718,WH_A,332,70,2023-01-14
719,WH_B,183,51,2023-01-16
720,WH_B,457,111,2023-01-26
721,WH_A,205,137,2023-01-06
722,WH_C,191,109,2023-01-26
723,WH_A,101,87,2023-01-13
724,WH_A,366,76,2023-01-24
725,WH_A,44,127,2023-01-15
726,WH_C,360,92,2023-01-02
727,WH_C,386,55,2023-01-23
728,WH_C,431,53,2023-01-15
729,WH_B,124,90,2023-01-22
730,WH_B,50,126,2023-01-02
731,WH_C,109,62,2023-01-25
732,WH_B,427,83,2023-01-18
733,WH_B,330,136,2023-01-09
734,WH_B,95,141,2023-01-24
735,WH_A,253,144,2023-01-08
736,WH_A,378,121,2023-01-28
737,WH_B,29,119,2023-01-23
738,WH_A,25,120,2023-01-26
739,WH_B,288,90,2023-01-17
740,WH_A,482,75,2023-01-18
741,WH_B,208,59,2023-01-04
742,WH_B,285,130,2023-01-04
743,WH_A,34,93,2023-01-23
744,WH_C,221,134,2023-01-27
745,WH_A,393,66,2023-01-07
746,WH_C,93,125,2023-01-25
747,WH_B,257,52,2023-01-04
748,WH_C,329,62,2023-01-04
749,WH_B,451,131,2023-01-19
750,WH_C,65,61,2023-01-15
751,WH_A,283,136,2023-01-20
752,WH_B,435,120,2023-01-14
753,WH_A,273,63,2023-01-10
754,WH_C,99,90,2023-01-28
755,WH_C,362,66,2023-01-21
756,WH_B,215,52,2023-01-27
757,WH_A,460,88,2023-01-30
758,WH_B,96,114,2023-01-08
759,WH_B,280,76,2023-01-10
760,WH_B,491,88,2023-01-03
761,WH_C,440,149,2023-01-17
762,WH_C,210,73,2023-01-11
763,WH_A,436,118,2023-01-05
764,WH_B,286,70,2023-01-08
765,WH_A,172,93,2023-01-02
766,WH_B,331,141,2023-01-14
767,WH_C,181,69,2023-01-14
768,WH_A,779,96,2023-01-21
769,WH_C,80,124,2023-01-31
770,WH_C,458,123,2023-01-01
771,WH_B,56,149,2023-01-25
772,WH_B,246,101,2023-01-04
773,WH_A,87,113,2023-01-21
774,WH_B,477,136,2023-01-27
776,WH_C,11,62,2023-01-16
777,WH_C,239,119,2023-01-15
778,WH_C,244,98,2023-01-06
779,WH_B,21,128,2023-01-29
780,WH_A,26,129,2023-01-28
