order_id,customer_id,order_date,status,payment_method,region
49,4769,5/19/2024,Completed,PayPal,Levant
50,3597,10/19/2024,Completed,PayPal,North Africa
51,7462,2/15/2024,Completed,Credit Card,Levant
52,7157,5/8/2023,Completed,Bank Transfer,North Africa
53,6074,3/25/2024,Completed,Credit Card,Gulf
54,1940,8/30/2023,Cancelled,Bank Transfer,Levant
55,2796,3/22/2023,Completed,Cash,North Africa
56,4369,7/11/2023,Completed,Cash,Levant
57,6523,8/6/2023,Returned,PayPal,North Africa
58,2674,10/20/2023,Completed,Bank Transfer,North Africa
59,6808,4/8/2023,Completed,PayPal,North Africa
60,1050,11/20/2024,Completed,PayPal,Gulf
61,6824,1/3/2023,Cancelled,Credit Card,Gulf
62,2592,5/20/2023,Completed,Bank Transfer,Levant
63,6877,1/2/2023,Completed,Bank Transfer,North Africa
64,3790,10/25/2024,Cancelled,PayPal,Levant
65,4005,6/14/2023,Completed,Credit Card,Gulf
66,5974,5/13/2024,Returned,PayPal,Levant
67,7778,10/22/2024,Completed,Credit Card,Gulf
68,91,6/2/2024,Completed,PayPal,Gulf
69,476,10/16/2024,Completed,PayPal,Levant
70,2047,7/12/2023,Completed,Cash,North Africa
71,4822,4/16/2024,Completed,Credit Card,North Africa
72,5308,11/25/2024,Completed,PayPal,North Africa
73,7737,6/20/2023,Completed,Cash,Gulf
74,3691,9/22/2024,Completed,,Levant
75,4026,10/30/2024,Returned,,North Africa
76,3267,9/15/2024,Completed,PayPal,Gulf
77,4630,11/28/2024,Completed,Bank Transfer,North Africa
78,2746,5/30/2023,Completed,Bank Transfer,Gulf
79,7024,8/19/2023,Completed,Bank Transfer,Levant
80,85,2/15/2023,Completed,Cash,Gulf
81,2640,11/29/2023,Completed,Bank Transfer,Gulf
82,4937,1/28/2024,Returned,Cash,Levant
83,77,5/31/2024,Completed,PayPal,Levant
84,6474,4/4/2024,Completed,Bank Transfer,Levant
85,2431,10/12/2023,Completed,Cash,Gulf
86,3505,4/19/2023,Completed,Cash,Levant
87,2425,5/5/2024,Completed,PayPal,Gulf
88,6485,3/14/2023,Completed,Cash,North Africa
89,5297,1/30/2023,Completed,Cash,North Africa
90,7594,9/20/2024,Completed,PayPal,Levant
91,6568,2/13/2024,Completed,PayPal,Gulf
92,6087,8/22/2024,Completed,Credit Card,Levant
93,2222,10/26/2024,Completed,Cash,Gulf
94,406,3/12/2023,Completed,,North Africa
95,2130,6/15/2024,Cancelled,Credit Card,North Africa
96,4117,7/30/2023,Completed,Credit Card,Levant
97,6835,2/3/2024,Completed,Credit Card,North Africa
98,7154,11/12/2024,Completed,Cash,North Africa
99,398,2/28/2024,Cancelled,Bank Transfer,Levant
100,6474,10/18/2023,Cancelled,Bank Transfer,Levant
101,6369,3/24/2024,Cancelled,Bank Transfer,North Africa
102,1801,4/8/2024,Completed,Cash,North Africa
103,3474,9/23/2024,Completed,Credit Card,Levant
104,6925,11/26/2024,Returned,Credit Card,Gulf
105,7931,6/18/2024,Completed,Credit Card,Levant
106,1809,8/19/2024,Completed,PayPal,Levant
107,4990,12/1/2024,Completed,Cash,Levant
108,3927,6/7/2024,Returned,PayPal,Levant
109,1945,11/23/2024,Completed,Cash,Gulf
110,438,5/16/2023,Cancelled,Bank Transfer,North Africa
111,5392,8/25/2023,Completed,Cash,Gulf
112,5400,6/8/2023,Completed,Cash,Levant
113,223,10/18/2024,Completed,Bank Transfer,Levant
114,1611,1/9/2023,Completed,PayPal,Gulf
115,7831,7/14/2024,Completed,Bank Transfer,Gulf
116,1961,3/17/2024,Completed,Cash,North Africa
117,4605,6/28/2024,Completed,PayPal,Gulf
118,7510,8/20/2023,Returned,Credit Card,Gulf
119,4001,12/19/2023,Completed,Bank Transfer,Gulf
120,2665,2/10/2024,Completed,,Levant
121,1066,7/16/2023,Completed,Credit Card,Levant
122,5296,7/4/2023,Cancelled,Bank Transfer,Levant
123,5365,7/3/2023,Completed,PayPal,North Africa
124,1277,10/28/2024,Completed,Credit Card,North Africa
125,5394,6/28/2024,Completed,Credit Card,North Africa
126,7103,11/8/2023,Completed,Bank Transfer,Levant
127,7502,7/29/2023,Completed,Credit Card,Gulf
128,604,4/12/2023,Completed,Credit Card,North Africa
129,5131,9/16/2024,Completed,Cash,North Africa
130,6296,4/2/2024,Completed,Credit Card,Gulf
131,189,5/14/2023,Completed,Bank Transfer,Gulf
132,7104,1/16/2024,Completed,PayPal,Levant
133,676,12/3/2023,Completed,Cash,Gulf
134,638,4/14/2023,Cancelled,Credit Card,North Africa
135,6355,6/7/2024,Completed,Cash,North Africa
136,1997,2/26/2024,Completed,Cash,Levant
137,7265,10/15/2023,Completed,Bank Transfer,Levant
138,1845,2/24/2023,Completed,,Gulf
139,6483,11/14/2023,Completed,Bank Transfer,Levant
140,47,10/15/2023,Cancelled,PayPal,North Africa
141,820,2/10/2024,Completed,Bank Transfer,Levant
142,3808,11/8/2023,Completed,Credit Card,Levant
143,3023,4/22/2023,Completed,Cash,Levant
144,1081,3/29/2024,Completed,PayPal,Levant
145,3147,7/3/2023,Completed,Cash,Gulf
146,1278,1/29/2024,Completed,Credit Card,Gulf
147,3735,5/11/2024,Completed,Bank Transfer,Gulf
148,7739,6/18/2023,Completed,Cash,North Africa
149,6981,5/16/2024,Completed,PayPal,North Africa
150,7096,2/10/2023,Completed,Credit Card,Levant
151,6742,5/15/2024,Completed,PayPal,North Africa
152,2218,9/20/2024,Completed,Cash,Levant
153,5266,5/15/2024,Completed,Credit Card,Levant
154,2887,1/7/2023,Completed,Bank Transfer,Levant
155,5153,2/9/2024,Completed,Credit Card,North Africa
156,5635,9/28/2024,Cancelled,Credit Card,North Africa
157,796,1/8/2024,Completed,Credit Card,Levant
158,3329,5/13/2023,Completed,Credit Card,Gulf
159,7294,3/4/2023,Completed,Bank Transfer,Gulf
160,3007,7/13/2024,Completed,Bank Transfer,Levant
161,3185,8/29/2023,Completed,PayPal,Levant
162,6959,7/29/2024,Cancelled,Credit Card,Gulf
163,7973,5/16/2024,Cancelled,Bank Transfer,Gulf
164,2390,8/17/2024,Completed,Bank Transfer,North Africa
165,4144,7/13/2024,Completed,,Gulf
166,6508,7/16/2023,Completed,PayPal,Levant
167,3859,7/27/2024,Completed,Cash,Gulf
168,5518,8/10/2023,Completed,Credit Card,Gulf
169,1219,8/23/2023,Returned,Credit Card,North Africa
170,1761,9/15/2024,Completed,Credit Card,North Africa
171,725,4/19/2023,Completed,Bank Transfer,Gulf
172,1345,4/8/2023,Completed,Cash,North Africa
173,5914,3/16/2023,Completed,Bank Transfer,Gulf
174,138,3/18/2024,Completed,,North Africa
175,4451,6/21/2024,Completed,PayPal,Levant
176,5965,1/12/2024,Completed,PayPal,Levant
177,5190,11/21/2023,Completed,Cash,Levant
178,4907,9/1/2024,Completed,PayPal,Gulf
179,5702,2/29/2024,Cancelled,Credit Card,Levant
180,3555,1/17/2024,Completed,,North Africa
181,5840,8/24/2024,Completed,Bank Transfer,Gulf
182,2760,2/19/2024,Completed,PayPal,Gulf
183,59,9/26/2024,Cancelled,Cash,Levant
184,771,5/10/2023,Completed,Credit Card,North Africa
185,389,8/27/2023,Completed,Cash,Levant
186,3925,2/22/2024,Completed,Bank Transfer,Gulf
187,3423,4/10/2024,Completed,Cash,Gulf
188,6990,12/28/2023,Completed,Cash,Gulf
189,7013,1/18/2024,Returned,Credit Card,Levant
190,4435,7/19/2023,Completed,Credit Card,Levant
191,7845,8/24/2024,Completed,Bank Transfer,Gulf
192,4853,6/13/2023,Completed,Cash,North Africa
193,596,4/14/2023,Completed,PayPal,Levant
194,436,2/10/2023,Returned,Bank Transfer,North Africa
195,1474,8/8/2023,Completed,Cash,North Africa
196,4473,12/26/2023,Completed,Bank Transfer,Levant
197,1983,7/11/2023,Completed,Credit Card,North Africa
198,2439,3/25/2023,Completed,PayPal,Gulf
199,6625,9/18/2023,Completed,PayPal,North Africa
200,2869,9/3/2024,Completed,Credit Card,Levant
201,4210,3/6/2023,Completed,Bank Transfer,North Africa
202,3818,4/2/2024,Completed,,Gulf
203,774,11/15/2024,Cancelled,Credit Card,North Africa
204,1927,9/19/2024,Completed,,Levant
205,2220,11/6/2023,Cancelled,Bank Transfer,North Africa
206,18,4/25/2023,Completed,Bank Transfer,North Africa
207,4331,10/13/2023,Completed,Cash,Gulf
208,5430,11/15/2024,Completed,Bank Transfer,Gulf
209,3967,1/28/2024,Completed,Cash,Gulf
210,1693,6/17/2024,Completed,Cash,Levant
211,2771,10/1/2024,Cancelled,Credit Card,Gulf
212,4377,1/26/2024,Completed,,Gulf
213,4927,6/19/2023,Completed,PayPal,Levant
214,3268,2/27/2023,Completed,Credit Card,Gulf
215,1139,7/20/2024,Completed,Cash,Levant
216,7565,11/29/2024,Completed,PayPal,Gulf
217,1696,7/17/2024,Completed,Cash,North Africa
218,5787,3/12/2023,Completed,Credit Card,Levant
219,1587,5/10/2023,Completed,,Gulf
220,4514,10/21/2023,Cancelled,Bank Transfer,Gulf
221,2332,5/16/2023,Completed,PayPal,Gulf
222,4681,11/14/2024,Completed,Cash,Levant
223,5448,7/26/2024,Completed,Cash,North Africa
224,5461,11/28/2023,Completed,Cash,Gulf
225,2670,7/30/2023,Completed,Credit Card,Gulf
226,7966,10/2/2024,Completed,Bank Transfer,Gulf
227,2269,12/10/2023,Completed,Bank Transfer,Levant
228,2057,3/19/2024,Cancelled,Credit Card,Gulf
229,6029,1/11/2023,Completed,Cash,North Africa
230,7250,9/27/2024,Completed,Cash,Levant
231,4928,10/20/2023,Cancelled,Bank Transfer,Gulf
232,7462,9/24/2023,Returned,PayPal,North Africa
233,2423,3/1/2023,Completed,PayPal,North Africa
234,4630,4/1/2024,Completed,PayPal,North Africa
235,3487,4/16/2024,Completed,PayPal,Gulf
236,5219,1/12/2023,Completed,Cash,Gulf
237,5802,7/11/2024,Completed,Credit Card,Gulf
238,2750,3/21/2024,Returned,PayPal,North Africa
239,7786,1/25/2024,Completed,Credit Card,North Africa
240,6976,11/28/2023,Completed,Credit Card,North Africa
241,4042,2/21/2023,Completed,Credit Card,Levant
242,2825,5/26/2023,Completed,Bank Transfer,North Africa
243,1406,11/12/2023,Completed,PayPal,Gulf
244,1887,10/15/2024,Returned,PayPal,Levant
245,2988,8/13/2024,Completed,PayPal,Levant
246,3576,9/5/2024,Cancelled,Bank Transfer,North Africa
247,4543,3/11/2024,Completed,Bank Transfer,Levant
248,2728,12/2/2023,Completed,Bank Transfer,North Africa
249,6488,6/29/2023,Cancelled,PayPal,North Africa
250,6569,3/8/2024,Completed,Cash,Gulf
251,4721,4/4/2024,Completed,Bank Transfer,North Africa
252,1864,5/14/2024,Completed,,North Africa
253,2354,7/31/2024,Completed,Credit Card,North Africa
254,6292,2/12/2023,Completed,Cash,Gulf
255,2897,5/16/2024,Completed,PayPal,Gulf
256,4828,10/1/2024,Cancelled,PayPal,Gulf
257,2502,6/6/2023,Completed,Bank Transfer,Levant
258,938,8/16/2023,Completed,PayPal,North Africa
259,2081,11/5/2024,Completed,Credit Card,North Africa
260,1756,4/6/2023,Completed,PayPal,Gulf
261,5621,3/8/2024,Completed,Bank Transfer,Levant
262,3391,4/15/2023,Completed,Credit Card,Gulf
263,5817,1/12/2024,Completed,Bank Transfer,North Africa
264,1217,6/5/2023,Completed,PayPal,North Africa
265,1204,8/12/2024,Completed,PayPal,Gulf
266,1891,5/28/2023,Completed,Credit Card,North Africa
267,3032,9/16/2024,Completed,PayPal,Levant
268,5638,10/25/2023,Completed,PayPal,North Africa
269,391,9/7/2023,Completed,Cash,North Africa
270,7689,3/16/2024,Completed,Cash,Levant
271,6501,8/4/2024,Cancelled,Bank Transfer,Gulf
272,6717,2/23/2024,Returned,Bank Transfer,Gulf
273,2512,9/14/2023,Completed,PayPal,North Africa
274,2978,10/27/2023,Completed,Credit Card,Gulf
275,3747,2/19/2023,Completed,Bank Transfer,Levant
276,99,1/22/2024,Completed,Credit Card,Gulf
277,2196,11/24/2024,Completed,Cash,North Africa
278,4666,6/23/2023,Completed,Cash,Gulf
279,4823,3/17/2023,Completed,Bank Transfer,Levant
280,7484,3/6/2024,Completed,Cash,Levant
281,1002,1/15/2023,Completed,Bank Transfer,North Africa
282,7350,4/9/2024,Completed,Credit Card,Levant
283,1571,5/17/2023,Completed,,North Africa
284,4399,9/8/2024,Completed,Credit Card,Gulf
285,3630,10/5/2024,Completed,PayPal,Gulf
286,7767,6/2/2023,Completed,Bank Transfer,Levant
287,6148,10/14/2024,Completed,PayPal,Levant
288,6922,11/6/2024,Completed,PayPal,Gulf
289,6251,7/9/2024,Completed,Cash,Gulf
290,6219,6/9/2024,Completed,Cash,Gulf
291,1064,2/19/2023,Returned,Cash,Levant
292,639,5/4/2024,Cancelled,Bank Transfer,North Africa
293,2743,8/13/2024,Completed,Bank Transfer,Levant
294,1143,11/10/2023,Completed,Cash,Gulf
295,2121,5/28/2024,Completed,Bank Transfer,Gulf
296,552,6/28/2023,Cancelled,Cash,Gulf
297,3276,5/27/2024,Cancelled,Bank Transfer,Gulf
298,977,3/14/2024,Completed,Bank Transfer,Gulf
299,4192,9/19/2024,Completed,Credit Card,North Africa
300,3351,1/19/2023,Completed,PayPal,North Africa
301,3215,9/15/2023,Completed,Bank Transfer,Levant
302,7283,7/21/2023,Completed,Cash,North Africa
303,3548,5/7/2024,Completed,PayPal,Gulf
304,2932,7/27/2024,Completed,PayPal,Gulf
305,4070,12/17/2023,Completed,Cash,North Africa
306,7301,1/15/2024,Completed,Bank Transfer,Levant
307,5288,8/4/2024,Cancelled,Credit Card,North Africa
308,3986,9/27/2024,Completed,Credit Card,Gulf
309,7413,2/15/2024,Completed,Bank Transfer,North Africa
310,6421,10/14/2023,Completed,Credit Card,North Africa
311,6403,10/9/2023,Returned,Credit Card,Gulf
312,4142,2/13/2024,Completed,Bank Transfer,North Africa
313,346,7/15/2024,Completed,Bank Transfer,Levant
314,4943,4/7/2024,Completed,Bank Transfer,North Africa
315,2943,1/18/2024,Cancelled,Bank Transfer,Levant
316,7405,5/31/2024,Completed,PayPal,Gulf
317,1077,4/21/2023,Completed,Credit Card,North Africa
318,1172,4/15/2023,Completed,Credit Card,North Africa
319,3771,5/5/2023,Completed,Cash,North Africa
320,5653,9/29/2024,Completed,Credit Card,Levant
321,3162,7/25/2023,Completed,PayPal,Levant
322,233,1/16/2023,Completed,Bank Transfer,North Africa
323,3799,1/30/2024,Completed,Bank Transfer,Gulf
324,4147,3/24/2024,Completed,Bank Transfer,Gulf
325,4761,11/18/2023,Cancelled,Cash,North Africa
326,3908,7/24/2024,Completed,,North Africa
327,3700,6/16/2023,Completed,Bank Transfer,Levant
328,7562,10/4/2023,Cancelled,PayPal,North Africa
329,7382,6/14/2023,Completed,Cash,Gulf
330,451,5/11/2024,Completed,Bank Transfer,Levant
331,1363,2/25/2024,Completed,Credit Card,Levant
332,351,10/25/2024,Completed,PayPal,North Africa
333,2697,2/13/2023,Completed,Bank Transfer,Levant
334,1309,9/8/2024,Completed,PayPal,North Africa
335,4005,8/22/2023,Completed,Credit Card,North Africa
336,2926,12/2/2023,Completed,Cash,Gulf
337,4679,9/30/2023,Completed,Bank Transfer,Levant
338,245,1/19/2023,Completed,Credit Card,Levant
339,4646,1/26/2023,Completed,Bank Transfer,Levant
340,4824,11/17/2023,Completed,PayPal,Levant
341,4735,8/5/2024,Completed,Bank Transfer,Gulf
342,4680,7/23/2024,Returned,Credit Card,Gulf
343,2274,5/6/2024,Completed,Cash,Levant
344,6971,8/17/2024,Completed,Bank Transfer,Levant
345,441,6/8/2024,Completed,Credit Card,Gulf
346,3546,7/1/2024,Completed,Cash,Levant
347,1468,3/30/2024,Completed,Cash,Levant
348,5916,1/2/2024,Returned,Cash,Levant
349,412,2/21/2024,Completed,PayPal,Levant
350,814,10/16/2024,Completed,Bank Transfer,North Africa
351,4342,11/27/2023,Completed,Cash,Gulf
352,4679,10/29/2023,Completed,Credit Card,Gulf
353,1731,9/29/2024,Completed,,Gulf
354,6644,9/17/2024,Completed,Bank Transfer,North Africa
355,5078,1/9/2024,Completed,Credit Card,North Africa
356,1975,8/29/2023,Completed,PayPal,North Africa
357,550,7/21/2023,Completed,Cash,Gulf
358,6261,12/22/2023,Completed,Credit Card,Levant
359,7918,11/5/2024,Completed,,Levant
360,5484,4/23/2023,Completed,Bank Transfer,North Africa
361,1938,9/15/2023,Completed,,Gulf
362,204,9/6/2024,Completed,PayPal,Gulf
363,4447,7/12/2024,Completed,Credit Card,Gulf
364,4415,6/19/2023,Returned,Credit Card,North Africa
365,7527,9/11/2024,Completed,PayPal,North Africa
366,3589,5/21/2024,Completed,PayPal,Levant
367,7084,2/2/2024,Completed,PayPal,North Africa
368,2537,5/19/2024,Completed,PayPal,Gulf
369,5789,9/12/2023,Completed,PayPal,Gulf
370,107,8/30/2024,Cancelled,Credit Card,North Africa
371,3812,11/23/2023,Completed,Cash,North Africa
372,2702,2/16/2023,Completed,Bank Transfer,Levant
373,3898,3/30/2023,Completed,Credit Card,North Africa
374,2220,7/11/2023,Completed,PayPal,Gulf
375,7826,9/15/2024,Completed,Cash,Levant
376,6663,8/18/2024,Completed,PayPal,Levant
377,5975,6/27/2023,Returned,Bank Transfer,Gulf
378,3937,7/29/2024,Returned,Credit Card,Gulf
379,4091,11/11/2023,Completed,Credit Card,Gulf
380,958,8/17/2023,Completed,PayPal,Levant
381,6957,10/1/2024,Completed,PayPal,North Africa
382,2576,9/19/2023,Completed,Credit Card,Levant
383,2368,9/10/2024,Completed,Bank Transfer,Levant
384,1061,8/21/2023,Completed,Bank Transfer,Levant
385,2547,7/30/2024,Completed,,North Africa
386,3737,2/14/2023,Completed,Credit Card,Levant
387,6409,10/28/2024,Cancelled,Cash,North Africa
388,3767,1/27/2023,Completed,Cash,North Africa
389,5788,5/3/2024,Completed,Credit Card,North Africa
390,1673,11/6/2024,Completed,PayPal,Gulf
391,7052,3/23/2024,Completed,Bank Transfer,Gulf
392,402,7/26/2024,Completed,Credit Card,Gulf
393,7131,11/7/2024,Cancelled,Bank Transfer,Levant
394,602,10/9/2023,Completed,Bank Transfer,Levant
395,3000,5/19/2023,Completed,Bank Transfer,Gulf
396,4314,5/26/2024,Completed,Credit Card,Levant
397,6474,11/19/2024,Completed,Bank Transfer,North Africa
398,4282,11/20/2023,Completed,,Levant
399,3453,4/7/2023,Completed,Cash,Levant
400,6353,6/27/2023,Completed,,Gulf
401,3635,12/18/2023,Completed,Cash,Levant
402,288,6/15/2024,Returned,Credit Card,Levant
403,88,10/3/2023,Completed,PayPal,North Africa
404,7147,10/22/2023,Completed,Credit Card,Levant
405,6280,12/18/2023,Completed,Bank Transfer,Levant
406,2206,11/22/2024,Completed,Credit Card,Levant
407,6938,3/21/2024,Completed,PayPal,North Africa
408,2968,2/14/2023,Completed,Credit Card,Levant
409,4251,7/14/2024,Completed,,Gulf
410,3535,6/5/2023,Returned,Cash,Levant
411,220,9/22/2024,Completed,PayPal,North Africa
412,1483,5/30/2023,Completed,Cash,Gulf
413,3239,7/31/2023,Completed,Credit Card,North Africa
414,322,4/25/2024,Completed,Bank Transfer,North Africa
415,2739,9/4/2023,Completed,Credit Card,Gulf
416,4937,7/15/2024,Completed,Bank Transfer,North Africa
417,5682,11/16/2024,Cancelled,Bank Transfer,Gulf
418,1837,1/6/2023,Cancelled,Bank Transfer,North Africa
419,2560,5/15/2024,Completed,Bank Transfer,Gulf
420,6231,1/9/2024,Cancelled,Cash,Gulf
421,1569,8/16/2024,Completed,Credit Card,North Africa
422,2323,9/5/2024,Completed,Credit Card,Levant
423,6285,10/31/2023,Completed,PayPal,Gulf
424,7886,8/31/2023,Completed,Bank Transfer,Levant
425,5856,10/2/2023,Completed,PayPal,Gulf
426,4721,3/11/2024,Completed,Bank Transfer,Gulf
427,7958,9/13/2023,Completed,,North Africa
428,2964,9/18/2024,Returned,PayPal,Gulf
429,353,9/5/2024,Completed,Credit Card,North Africa
430,1029,11/22/2023,Completed,PayPal,Levant
431,6526,6/16/2023,Returned,PayPal,Gulf
432,7892,8/9/2023,Completed,Bank Transfer,Levant
433,7936,2/2/2023,Completed,Bank Transfer,Gulf
434,5454,1/23/2024,Completed,Bank Transfer,Levant
435,4571,1/6/2023,Completed,Credit Card,Levant
436,2010,10/5/2024,Completed,Credit Card,North Africa
437,928,9/3/2024,Completed,Credit Card,North Africa
438,30,1/27/2023,Cancelled,PayPal,North Africa
439,7515,6/5/2023,Completed,Bank Transfer,North Africa
440,7066,8/22/2023,Completed,PayPal,Gulf
441,6738,6/4/2023,Completed,Bank Transfer,North Africa
442,2541,11/5/2024,Completed,Credit Card,North Africa
443,3820,2/1/2024,Returned,Bank Transfer,Gulf
444,495,2/3/2023,Completed,Bank Transfer,Levant
445,4484,3/27/2023,Completed,Bank Transfer,Gulf
446,873,8/16/2024,Completed,Credit Card,Levant
447,835,4/7/2024,Completed,PayPal,North Africa
448,3325,10/30/2023,Completed,Bank Transfer,Gulf
449,630,7/7/2023,Completed,PayPal,North Africa
450,2987,4/6/2024,Completed,Bank Transfer,Gulf
451,30,3/7/2023,Completed,Credit Card,Levant
452,6767,4/25/2024,Completed,Credit Card,Gulf
453,7934,8/1/2023,Returned,Credit Card,North Africa
454,3783,6/9/2023,Returned,Cash,Levant
455,807,1/23/2023,Completed,Bank Transfer,Levant
456,6486,6/14/2024,Completed,Cash,Gulf
457,5929,2/8/2024,Completed,Credit Card,North Africa
458,5407,9/22/2024,Completed,Cash,North Africa
459,1969,9/19/2024,Returned,Credit Card,North Africa
460,3469,6/4/2024,Completed,Credit Card,Levant
461,7145,8/6/2024,Completed,Bank Transfer,Levant
462,3581,5/5/2024,Completed,Cash,Levant
463,1961,9/15/2024,Completed,Credit Card,Levant
464,4340,12/14/2023,Completed,Cash,North Africa
465,221,10/8/2023,Cancelled,Cash,Levant
466,5276,7/20/2023,Completed,PayPal,Gulf
467,5503,9/6/2023,Cancelled,Cash,Gulf
468,5868,10/1/2023,Returned,Bank Transfer,North Africa
469,1344,5/23/2023,Completed,Credit Card,North Africa
470,6517,3/25/2024,Completed,Credit Card,Levant
471,4627,5/1/2023,Completed,Credit Card,Levant
472,2263,11/2/2024,Cancelled,Bank Transfer,Gulf
473,2415,2/4/2024,Completed,Cash,Levant
474,2162,5/19/2023,Completed,Credit Card,Gulf
475,7368,6/5/2023,Completed,Bank Transfer,Levant
476,4121,9/27/2023,Completed,Bank Transfer,Gulf
477,2982,11/9/2024,Completed,PayPal,Gulf
478,5241,8/30/2023,Completed,PayPal,North Africa
479,5862,7/4/2023,Completed,Credit Card,Gulf
480,6755,1/31/2024,Completed,Credit Card,North Africa
481,858,9/27/2023,Completed,Cash,Gulf
482,5123,10/19/2023,Cancelled,Cash,North Africa
483,4994,12/6/2023,Completed,Bank Transfer,North Africa
484,773,2/13/2023,Completed,Cash,Levant
485,2493,4/12/2024,Cancelled,PayPal,North Africa
486,7422,6/11/2023,Cancelled,Cash,North Africa
487,20,2/26/2023,Completed,Bank Transfer,Gulf
488,5324,2/23/2023,Completed,Cash,Levant
489,806,8/25/2023,Completed,Cash,North Africa
490,1381,2/25/2023,Cancelled,Bank Transfer,North Africa
491,2176,3/15/2023,Completed,PayPal,Levant
492,2406,6/7/2024,Completed,Credit Card,Gulf
493,3364,1/1/2023,Returned,PayPal,Levant
494,7342,8/5/2024,Completed,Credit Card,North Africa
495,7901,5/14/2024,Completed,Bank Transfer,North Africa
496,3427,9/13/2023,Cancelled,PayPal,Levant
497,881,9/27/2024,Completed,Credit Card,Gulf
498,3109,6/22/2023,Completed,Credit Card,Gulf
499,1334,10/3/2023,Cancelled,PayPal,North Africa
500,1685,10/18/2024,Completed,PayPal,Levant
501,2965,2/9/2024,Completed,Cash,Gulf
502,7772,9/10/2023,Completed,Credit Card,Gulf
503,1606,10/11/2024,Completed,Credit Card,North Africa
504,5204,1/6/2023,Completed,Credit Card,North Africa
505,2558,5/31/2023,Completed,Bank Transfer,Gulf
506,444,8/11/2024,Completed,PayPal,Gulf
507,7588,5/19/2024,Completed,Credit Card,North Africa
508,2043,8/17/2023,Completed,Cash,North Africa
509,5325,6/6/2024,Completed,Credit Card,North Africa
510,5608,7/28/2023,Completed,Credit Card,Levant
511,779,8/18/2024,Completed,Credit Card,Gulf
512,3160,8/24/2023,Cancelled,Credit Card,Levant
513,6396,8/21/2023,Completed,Bank Transfer,Levant
514,1747,10/18/2023,Completed,Credit Card,Gulf
515,5975,7/26/2023,Completed,Bank Transfer,Levant
516,5151,6/8/2024,Completed,Cash,North Africa
517,3941,2/7/2024,Completed,Bank Transfer,North Africa
518,421,2/10/2023,Completed,Bank Transfer,Levant
519,1852,2/16/2024,Completed,Credit Card,Levant
520,2109,11/9/2023,Completed,Cash,North Africa
521,4675,8/31/2024,Cancelled,Bank Transfer,Levant
522,5346,8/1/2024,Completed,PayPal,Levant
523,3997,4/5/2023,Completed,PayPal,North Africa
524,6083,8/1/2023,Completed,PayPal,Levant
525,1359,8/2/2023,Completed,Cash,North Africa
526,3911,5/17/2023,Completed,Cash,Levant
527,2627,10/21/2024,Completed,Bank Transfer,Levant
528,2688,4/20/2024,Completed,PayPal,North Africa
529,4207,5/13/2024,Completed,PayPal,Gulf
