order_item_id,order_id,product_id,quantity,unit_price
809,327,348,3,10.95
810,327,358,746,134.46
811,327,620,2,164.74
812,327,966,1,168.81
813,328,1170,1,211.08
814,329,201,3,218.63
815,330,710,5,271.79
816,330,540,290,307.27
817,330,1167,1,201.51
818,331,696,3,480.75
819,331,632,5,480.45
820,331,1075,1,137.73
821,331,149,118,647.45
822,332,181,2,40.07
823,332,543,4,125.42
824,333,251,741,457.56
825,333,1072,4,239.79
826,333,169,5,371.77
827,334,1055,3,591.78
828,334,471,5,104.77
829,335,930,1,636.86
830,335,597,2,377.56
831,335,647,2,303.6
832,336,851,3,43.85
833,336,350,2,35.95
834,336,428,2,240.59
835,336,408,4,269.18
836,337,1129,3,243.15
837,337,646,2,108.46
838,337,800,2,208.72
839,337,1045,1,244.02
840,338,372,78,244.39
841,338,930,3,636.86
842,338,439,404,36.61
843,338,670,5,184.49
844,339,310,3,433.83
845,339,872,5,46.41
846,339,62,1,458.15
847,339,204,5,161.28
848,340,202,5,266.91
849,340,809,4,606.3
850,340,39,5,398.0
851,340,748,2,50.12
852,341,498,3,464.05
853,342,89,5,396.11
854,342,277,3,396.54
855,342,533,4,252.69
856,343,1118,5,431.21
857,343,929,4,152.46
858,343,28,5,181.59
859,344,1000,1,32.26
860,345,1021,4,134.4
861,346,87,5,312.59
862,347,1149,4,397.57
863,348,888,5,225.51
864,349,1148,5,518.25
865,349,15,5,114.01
866,349,107,4,515.92
867,349,223,2,536.6
868,350,322,4,76.97
869,350,999,4,319.04
870,350,670,5,184.49
871,350,232,5,43.19
872,351,56,5,97.21
873,351,449,1,735.2
874,351,333,2,387.47
875,351,32,1,232.34
876,352,836,3,58.77
877,353,694,1,257.81
878,353,179,5,147.12
879,353,712,5,472.19
880,354,178,1,30.69
881,355,533,1,252.69
882,356,452,1,268.23
883,356,739,1,136.56
884,356,475,1,155.71
885,356,577,1,425.09
886,357,782,2,209.43
887,358,806,1,598.98
888,358,965,5,653.58
889,359,90,1,139.18
890,360,784,5,298.07
891,360,777,4,203.67
892,360,134,1,60.01
893,360,928,1,39.92
894,361,329,2,260.36
895,361,223,1,536.6
896,361,402,448,330.81
897,361,254,2,130.88
898,362,372,5,244.39
899,363,381,3,344.1
900,363,902,3,136.38
901,364,627,1,713.39
902,365,975,3,127.94
903,365,554,1,190.14
904,365,629,2,293.6
905,365,435,4,427.49
906,366,862,2,445.29
907,366,1018,3,167.85
908,366,481,4,653.57
909,367,714,1,270.8
910,367,727,5,362.76
911,367,1092,2,256.88
912,367,88,2,69.08
913,368,385,3,483.28
914,368,1200,3,376.71
915,368,509,3,120.6
916,368,670,5,184.49
917,369,42,4,206.31
918,369,859,4,53.02
919,369,167,2,550.59
920,369,962,3,141.52
921,370,1071,4,409.78
922,370,1083,2,344.3
923,371,974,4,94.89
924,371,916,1,610.16
925,372,851,3,43.85
926,372,69,2,188.27
927,372,458,2,188.1
928,373,630,4,289.24
929,373,1150,1,591.14
930,373,882,5,53.89
931,373,169,1,371.77
932,374,566,1,629.47
933,374,488,1,184.38
934,374,745,2,508.4
936,375,962,2,141.52
937,375,989,3,423.38
938,375,247,3,146.53
939,375,14,1,97.19
940,376,763,4,235.88
941,376,492,2,244.98
942,376,259,3,380.42
943,376,647,2,303.6
944,377,228,5,399.83
945,377,1097,2,657.09
946,378,260,2,550.77
947,378,1075,2,137.73
948,378,808,3,27.41
949,379,768,2,314.26
950,380,489,3,369.23
951,380,157,5,378.16
952,380,115,4,122.39
953,380,173,595,157.5
954,381,65,2,456.88
955,381,488,5,184.38
956,381,144,4,139.85
957,382,1049,4,83.03
958,382,343,3,155.47
959,383,1010,1,135.99
960,384,1078,4,97.86
961,384,205,2,311.02
962,384,759,1,407.95
963,384,95,4,36.87
964,385,472,2,73.79
965,385,903,5,52.25
966,386,250,1,534.08
967,387,350,4,35.95
968,388,546,5,61.9
969,388,833,5,121.2
970,388,932,5,233.31
971,388,22,1,87.43
972,389,896,4,386.87
973,389,1056,4,243.98
974,389,195,4,400.44
975,389,8,3,30.51
976,390,507,1,248.0
977,390,1069,2,325.01
978,390,496,1,420.86
979,390,1086,4,44.81
980,391,1048,5,150.74
981,392,768,3,314.26
982,393,459,2,83.52
983,393,633,4,284.58
984,393,613,3,198.19
985,393,14,4,97.19
986,394,43,2,472.32
987,394,25,1,15.32
988,395,360,2,473.16
989,395,238,2,292.52
990,395,44,4,452.47
991,396,567,2,195.4
992,396,633,2,284.58
993,396,103,2,184.35
994,397,847,1,37.74
995,397,372,5,244.39
996,397,55,2,220.09
997,397,829,1,11.86
998,398,498,4,464.05
999,398,320,1,320.57
1000,398,504,1,114.31
1001,398,854,2,270.28
1002,399,301,4,97.66
1003,399,234,5,29.33
1004,400,537,4,639.94
1005,400,619,4,289.34
1006,400,115,4,122.39
1007,400,888,4,225.51
1008,401,812,1,347.33
1009,401,370,3,95.14
1010,401,80,2,116.66
1011,402,1031,5,253.32
1012,402,1159,3,128.69
1013,402,807,4,415.78
1014,403,3,1,168.73
1015,403,1147,4,88.7
1016,404,233,5,555.94
1017,404,301,4,97.66
1018,405,613,5,198.19
1019,406,150,1,115.12
1020,406,1150,3,591.14
1021,406,250,5,534.08
1022,406,601,2,160.47
1023,407,505,3,191.89
1024,407,1047,1,107.53
1025,407,588,344,36.59
1026,407,655,5,657.85
1027,408,612,2,61.41
1028,409,496,1,420.86
1029,409,847,1,37.74
1030,410,1078,5,97.86
1031,411,1129,3,243.15
1032,411,666,2,100.82
1033,411,131,2,212.98
1034,411,199,2,140.06
1035,412,350,4,35.95
1036,412,375,22,330.92
1037,413,855,4,426.93
1038,413,450,3,357.21
1039,413,1199,4,71.98
1040,414,1161,2,165.71
1041,414,35,5,538.2
1042,414,61,5,226.48
1044,415,54,3,234.83
1045,415,614,1,332.44
1046,415,875,878,541.28
1047,416,243,1,440.58
1048,416,452,4,268.23
1049,417,218,823,62.36
1050,417,338,3,521.08
1051,417,610,5,648.29
1052,418,124,2,149.1
1053,418,97,4,377.58
1054,418,1066,4,102.19
1055,419,509,2,120.6
1056,419,1008,5,109.43
1057,420,611,5,253.33
1058,421,497,2,153.8
1059,421,1158,5,421.7
1060,421,1112,5,291.07
1061,421,74,4,328.77
1062,422,274,2,244.75
1063,422,66,2,24.59
1064,423,1188,5,33.54
1065,423,989,2,423.38
1066,423,502,2,23.56
1067,423,468,3,500.34
1068,424,534,5,360.6
1069,424,44,2,452.47
1070,424,761,1,14.82
1071,424,585,1,85.23
1072,425,69,3,188.27
1073,426,852,5,181.66
1074,426,351,3,91.05
1075,426,1178,1,137.95
1076,426,1124,3,482.47
1077,427,515,3,26.06
1078,427,262,2,465.99
1079,427,28,1,181.59
1080,428,525,5,215.03
1081,428,64,5,28.8
1082,429,276,2,244.64
1083,429,64,1,28.8
1084,430,432,5,643.91
1085,431,1046,3,380.14
1086,431,977,2,362.59
1087,432,1091,4,351.47
1088,432,945,5,153.35
1089,433,461,2,251.78
1090,433,279,1,418.8
1091,433,539,1,542.95
1092,434,1034,2,369.89
1093,435,296,832,459.51
1094,436,898,3,264.7
1095,437,38,1,262.03
1096,437,1103,2,221.85
1097,438,856,2,24.18
1098,438,574,4,419.07
1099,438,1104,867,357.02
1100,439,1035,2,599.91
1101,440,146,2,122.29
1102,440,43,3,472.32
1103,440,50,5,148.66
1104,441,534,4,360.6
1105,442,882,3,53.89
1106,442,502,5,23.56
1107,443,876,2,124.49
1108,443,39,3,398.0
1109,444,416,3,230.35
1110,444,754,1,343.51
1111,445,664,5,169.43
1112,446,753,3,137.59
1113,446,148,3,236.02
1114,446,435,3,427.49
1115,447,178,2,30.69
1116,447,844,5,281.59
1117,447,204,4,161.28
1118,447,331,3,470.73
1119,448,550,3,114.63
1120,448,811,5,521.53
1121,448,877,1,134.48
1122,449,944,1,391.96
1123,450,200,5,244.76
1124,450,852,2,181.66
1125,450,1007,2,329.76
1126,451,373,4,524.32
1127,451,218,4,62.36
1128,451,891,1,588.4
1129,452,783,2,599.43
1130,452,242,2,273.09
1131,452,142,2,244.75
1132,453,779,1,61.72
1133,453,1056,4,243.98
1134,453,130,3,417.36
1135,453,950,2,178.21
1136,454,144,5,139.85
1137,454,185,4,131.76
1138,454,1089,2,292.08
1139,455,960,2,299.12
1140,455,834,1,530.18
1141,456,1089,1,292.08
1142,456,846,1,360.7
